Time,T_el,T_ph
0.0,250.0,250.0
0.0001,250.00000074890013,249.99999999999974
0.0002,250.0000037663293,249.99999999999557
0.00030000000000000003,250.00000890476772,249.99999999998778
0.0004,250.00001291565115,249.9999999999835
0.0005,250.00001258873212,249.99999999998988
0.0006000000000000001,250.0000083120719,250.0000000000061
0.0007000000000000001,250.00000439338447,250.0000000000227
0.0008,250.00000320860238,250.00000000003433
0.0009,250.0000029356894,250.0000000000449
0.001,250.0000033895342,250.00000000005494
0.0011,250.00000380447742,250.00000000006608
0.0012000000000000001,250.0000041455178,250.00000000007842
0.0013,250.0000044650698,250.00000000009183
0.0014000000000000002,250.00000479041228,250.00000000010627
0.0015,250.00000512931206,250.0000000001217
0.0016,250.00000546964898,250.00000000013821
0.0017000000000000001,250.00000580730762,250.00000000015575
0.0018,250.00000613775708,250.00000000017434
0.0019000000000000002,250.00000646635675,250.000000000194
0.002,250.0000068008434,250.0000000002147
0.0021000000000000003,250.0000071450379,250.0000000002364
0.0022,250.00000749329942,250.00000000025918
0.0023000000000000004,250.00000783555623,250.00000000028302
0.0024000000000000002,250.00000816882581,250.00000000030795
0.0025,250.00000850083316,250.00000000033393
0.0026,250.00000884353932,250.00000000036098
0.0027,250.00000919615152,250.0000000003891
0.0028000000000000004,250.00000955218601,250.00000000041825
0.0029000000000000002,250.00000989878885,250.00000000044852
0.003,250.00001024194407,250.00000000047987
0.0031,250.00001059303452,250.00000000051236
0.0032,250.00001094674025,250.0000000005459
0.0033000000000000004,250.00001129983553,250.00000000058057
0.0034000000000000002,250.00001165271385,250.0000000006163
0.0035,250.0000120088632,250.00000000065316
0.0036,250.00001236549713,250.00000000069107
0.0037,250.0000127289899,250.00000000073015
0.0038000000000000004,250.00001309628155,250.00000000077043
0.0039000000000000003,250.00001346513056,250.00000000081184
0.004,250.00001383411413,250.00000000085439
0.0041,250.000014202628,250.00000000089807
0.004200000000000001,250.00001457088644,250.00000000094286
0.0043,250.00001493992238,250.0000000009888
0.0044,250.00001531158725,250.0000000010359
0.0045,250.00001568855117,250.00000000108412
0.004600000000000001,250.00001606208957,250.00000000113343
0.0047,250.0000164405288,250.00000000118396
0.0048000000000000004,250.00001682738537,250.00000000123583
0.004900000000000001,250.00001722076368,250.00000000128898
0.005,250.00001761900847,250.00000000134338
0.0051,250.0000180207047,250.00000000139906
0.0052,250.00001842467736,250.00000000145596
0.005300000000000001,250.00001882999177,250.0000000015141
0.0054,250.0000192359534,250.0000000015735
0.0055,250.00001964210793,250.00000000163413
0.005600000000000001,250.00002004824117,250.00000000169598
